path,label
data\plant_village\Potato___Early_blight\edc5f476-dd30-4fab-a8a1-71faf6210420___RS_Early.B 7315.JPG,Potato___Early_blight
data\plant_village\Potato___Late_blight\437640c6-1680-4d1b-aa0b-c1dd52aa13a5___RS_LB 4926.JPG,Potato___Late_blight
data\plant_village\Tomato___Late_blight\c9bcf015-b951-4176-bc2c-d8c067b64c66___RS_Late.B 5489.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1867.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\f9f0fe7b-8c5d-4927-afc9-347aebab1ffa___RS_Late.B 4925.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\e5b0a108-d1ec-42ce-9953-e57cb218bb00___JR_B.Spot 3268.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___Bacterial_spot\e5d90520-de2e-4c6b-b73d-ca7f90c69772___NREC_B.Spot 1916.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\8ac1645d-48d9-4f3e-842b-0187daeeb57c___RS_HL 0523.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\c1c04a55-0dd5-48e2-9cc6-76bbcc1899fd___GH_HL Leaf 340.1.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\3b03d630-d2a3-4c76-9c95-0783b50895d8___NREC_B.Spot 9168.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\6120d8df-66a3-45c1-ae2f-bb8065928df4___RS_HL 0420.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\1c41486f-bb0d-4808-b980-9fa4739f2ad3___JR_HL 8459.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\d992e6d3-25c9-4bbb-a806-8bc1455e5c40___RS_LB 4968.JPG,Potato___Late_blight
data\plant_village\Tomato___Early_blight\b6d8ce15-f786-4998-a67c-1390da696a07___RS_Erly.B 9521.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\3d203d3a-3614-4ddf-9956-0c6a12208c7e___JR_B.Spot 3391.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\344a9b3a-0748-4fb0-9622-83be2ebfccf1___JR_HL 8574.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1731.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\df5a72ad-2928-4bcb-81d8-cfb85a3186a2___JR_HL 8243.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\df7775b2-73f3-4708-86d5-a56e2bbb3337___RS_Late.B 5378.JPG,Tomato___Late_blight
data\plant_village\Potato___Late_blight\782bc9dd-286b-46ee-b896-fa5520f57b0c___RS_LB 4408.JPG,Potato___Late_blight
data\plant_village\Potato___Late_blight\d94eae91-7d2e-4394-b892-8c8c7fa9cf11___RS_LB 4864.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\063d05a7-1a53-4631-818d-44b34126974e___GH_HL Leaf 453.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2102.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___Bacterial_spot\2fd2f664-70aa-40d6-b770-bb839944ce18___JR_B.Spot 3261.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\1562e8f9-f2d1-43b3-8deb-6b1687bd20dc___RS_LB 2726.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\ff42d153-cf08-4582-93b7-c97ac740331a___JR_HL 8531.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\5f3a7632-91cb-4b5f-a36f-9e31f8daf5d5___GHLB2 Leaf 9056.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2053.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2295.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\28bb4671-65da-465d-9322-3727e363f13a___JR_HL 7964.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\370b9866-9a0d-4541-aaf1-cfefa1d2268c___RS_Late.B 6938.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2446.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\495a82d9-e4ad-41d8-8e66-00a60f44d15b___JR_HL 8276.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\1daf2391-f049-4e01-b229-ffd7c00a1b73___JR_HL 8119.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2593.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\8e850563-1fd4-4559-82de-f95dffd1f159___JR_HL 6004.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\96e5d365-09d4-4968-8cf1-45be478eb180___JR_HL 6003.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\d4f4500b-9ebe-41fe-84ed-00278dc646b7___GHLB2 Leaf 9017.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\d7840b85-45be-4dc2-8135-d3aea938dcf5___JR_HL 5942.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\1507883d-7f10-4b69-88d4-db80850b1664___GHLB2 Leaf 154.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1797.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\4cbf0243-7350-4ce5-893a-34f7b13c97ea___RS_Late.B 6810.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1832.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\9022a9e2-3161-4d34-9c83-e3e72d8154a1___RS_HL 0233.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\7f07dc8d-dc42-4b4a-89a8-f2d2e10bdba7___NREC_B.Spot 9167.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Late_blight\f482cb70-826d-462b-8dc9-d5d173df65cd___GHLB2 Leaf 8562.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2435.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2403.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\088fa58f-14a5-476b-b0d6-e2a2d8a1dd2a___JR_HL 7643.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\d6027b84-ede4-4b4a-b76b-3fa65f4e663c___RS_Late.B 5198.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\f9c0c883-e492-417c-94ac-f57bd6db1b78___JR_HL 8480.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Late_blight\fce57140-eb13-4c01-8a18-88dc5e8a75dc___RS_Late.B 4923.JPG,Tomato___Late_blight
data\plant_village\Potato___Early_blight\c28107c6-ea57-4044-bb6e-508d6d360cd7___RS_Early.B 7057.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\6f37a2b1-e63c-4d82-aec2-9ff036473867___RS_Early.B 7585.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\a88c2d89-062f-45bb-9388-4cea9920132b___JR_HL 7939.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\450b4a32-39ae-4daa-aeb6-87559afb0b42___RS_Early.B 9202.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\7ec579ba-10b2-473e-825f-8a4254d98ded___JR_HL 7901.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\65b444c4-e03b-49e2-8ea6-ee3135be368e___JR_HL 8088.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Early_blight\15fb19ad-8a5a-4e1b-8ed2-c8d48b006b1d___RS_Erly.B 7674.JPG,Tomato___Early_blight
data\plant_village\Potato___Late_blight\410cba02-24db-487a-a30c-fc7cefba924b___RS_LB 2571.JPG,Potato___Late_blight
data\plant_village\Tomato___Early_blight\2f823081-0654-47f1-bb1e-88d7e99a94ca___RS_Erly.B 9542.JPG,Tomato___Early_blight
data\plant_village\Potato___Early_blight\906218cf-65e8-4713-841f-01707a9dd20c___RS_Early.B 7270.JPG,Potato___Early_blight
data\plant_village\Potato___Early_blight\fc73fc01-6a63-4b3b-bfed-74625c5b4b05___RS_Early.B 6945.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\a1e9e014-6dba-4e27-9990-bff1cb95c5d5___JR_B.Spot 9026.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Leaf_Mold\a6308326-2fcb-4690-aec2-2e0b4f21efd6___Crnl_L.Mold 8817.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2284.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\e2cd8a78-ae65-4743-9ecf-839647cac550___RS_HL 9833.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\080b107a-192f-40ce-8942-d8ccca8dfc52___NREC_B.Spot 1872.JPG","Pepper,_bell___Bacterial_spot"
"data\plant_village\Pepper,_bell___healthy\fe978613-05fc-4b11-a2d0-2175915f74c1___JR_HL 8105.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\37957a08-5b06-49f7-9973-29f167dd95b8___RS_Early.B 8758.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\671586ac-ff93-4825-b6a5-4b7bc7cbbff2___RS_Erly.B 9531.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\9721c76f-52cc-4a63-a465-4cc32974806c___GH_HL Leaf 431.1.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\ba541656-6ae6-4471-8c17-7144e4c23edf___RS_HL 9947.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\e1d00dcb-f2cb-41ca-8a45-a46c43e7c90e___GHLB2 Leaf 8697.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\3b9a94fb-856a-4576-94e3-6c16bf01118f___JR_B.Spot 8956.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\232c8d25-3bfe-41ea-b24f-2b3629a0253a___RS_Early.B 9200.JPG,Potato___Early_blight
data\plant_village\Tomato___Leaf_Mold\9857cf56-43fc-40a6-8108-e6a9c10a8ef2___Crnl_L.Mold 9141.JPG,Tomato___Leaf_Mold
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1965.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Early_blight\a801f66c-b8bc-42e5-ad5b-99f68d219fa9___RS_Early.B 8552.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\93871bd6-a65b-4a43-9a06-c8f9092fef90___JR_HL 8881.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\ee0dd8c0-8db2-4eff-8e4d-76cb146f2b34___GH_HL Leaf 166.2.JPG,Tomato___healthy
data\plant_village\Tomato___Leaf_Mold\18222964-4786-49a0-b865-9c8dce3621f3___Crnl_L.Mold 7046.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Late_blight\bc91cb1b-aece-4108-92db-839a106351a5___RS_LB 3087.JPG,Potato___Late_blight
data\plant_village\Potato___Late_blight\bd94e2a1-d503-417b-8552-f252a5665476___RS_LB 4006.JPG,Potato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1737.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\136d79a3-4eea-4415-9f3e-0ccb61d7aeef___RS_Late.B 5216.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2399.JPG,Corn_(maize)___Common_rust_
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1773.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\15cae3c8-6843-49d1-8da6-33bd014f05ce___GH_HL Leaf 169.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\b2df85c5-719c-4a97-aad5-51b3636edb91___NREC_B.Spot 9150.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Leaf_Mold\f20ed4bc-ca80-440c-b254-95d0a1953da8___Crnl_L.Mold 8792.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___Bacterial_spot\539b8a7d-f257-49ff-81b8-76f39b5ac752___NREC_B.Spot 1805.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Leaf_Mold\5ea3c837-2de6-4da6-bd96-47da4eeccf2c___Crnl_L.Mold 6697.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Late_blight\688d69ca-59a6-4713-b18a-ce7c04ea001e___GHLB2 Leaf 8754.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\95a43787-4b69-4ad8-854f-7d8cbd1e6cac___RS_HL 9642.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\dd875158-7897-4f5d-ada1-46e7e382ea96___RS_Early.B 7912.JPG,Potato___Early_blight
data\plant_village\Tomato___Early_blight\c63ff9c7-0422-4a71-8727-7c2581fdee6e___RS_Erly.B 9406.JPG,Tomato___Early_blight
data\plant_village\Tomato___Early_blight\eefcdf5d-5207-47ca-916d-0479f010bae8___RS_Erly.B 9482.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\c91abd9b-94e4-401a-893d-a93956048f54___JR_B.Spot 3124.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1894.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\fbe21117-1f7e-4681-9e8c-e1741c8878dc___JR_HL 7574.JPG","Pepper,_bell___healthy"
"data\plant_village\Pepper,_bell___healthy\598dad0c-6cea-40e6-9b83-2e0473cebe9b___JR_HL 8051.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Early_blight\a3fe02f0-6d49-4e9a-ba9a-ac26e8b65ca9___RS_Early.B 7560.JPG,Potato___Early_blight
"data\plant_village\Pepper,_bell___healthy\876f9ebc-4a5e-4723-b1d4-d01de732fe1a___JR_HL 7822.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Leaf_Mold\b8e9228f-640a-47ce-8567-bc523c6eabce___Crnl_L.Mold 6529.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___Bacterial_spot\517e3352-9e28-4b42-970b-2aa198203960___JR_B.Spot 8855.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Early_blight\bb07a1b7-b9ad-4016-a013-9ff0e4636d4a___RS_Early.B 7156.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\07eb29e8-112d-4bcb-8b65-aba4b4307f2a___RS_Late.B 6907.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2740.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\b694de0e-542c-4b7a-b322-30cea130719d___GHLB2 Leaf 8720.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2524.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Leaf_Mold\3876f39d-ca68-494d-ac22-f71d5d459a66___Crnl_L.Mold 9175.JPG,Tomato___Leaf_Mold
"data\plant_village\Pepper,_bell___healthy\7aea3352-7adf-4aa2-af64-3bf1f971ae35___JR_HL 8883.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\1d05837e-11e4-40a4-8bd5-cfe5ad67365a___RS_LB 5428.JPG,Potato___Late_blight
data\plant_village\Tomato___Late_blight\418ae1d4-d0b0-4bfa-9fa2-2fe0f6841487___RS_Late.B 7105.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\0b494c44-8cd0-4491-bdfd-8a354209c3ae___RS_Erly.B 9561.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\67fe557e-2e6e-4145-8d3f-468be8f7480e___RS_HL 9800.JPG,Tomato___healthy
data\plant_village\Tomato___Leaf_Mold\be4ddd9b-9ec8-40dd-8e16-a4cfde6326be___Crnl_L.Mold 9144.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\285e95b9-fe77-43a7-85ab-5ef37ae162f8___RS_HL 0047.JPG,Tomato___healthy
data\plant_village\Potato___healthy\de9a8669-d437-40f0-aa56-fe2d8276a1e0___RS_HL 1910.JPG,Potato___healthy
data\plant_village\Tomato___Late_blight\1f200e50-7cb5-4a83-8ecd-dcf133f1f45e___GHLB2 Leaf 8991.JPG,Tomato___Late_blight
data\plant_village\Potato___Late_blight\4337f628-ff14-4603-9120-8639c78cacea___RS_LB 3183.JPG,Potato___Late_blight
data\plant_village\Tomato___Early_blight\d3b3f060-60d3-4b72-8797-8406fcf2815f___RS_Erly.B 7607.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\c8ee158a-2717-486e-af9d-a0dd604da62b___JR_HL 7897.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1745.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\d2ef0edd-4a4f-4245-85a8-34309ef9ef71___GHLB_PS Leaf 46.1 Day 18.jpg,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\efce3447-357f-458f-b348-383a3576d33b___JR_B.Spot 8900.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\8f3da0fb-90a0-4eac-b065-822895c41c54___GH_HL Leaf 265.1.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\f0f2b399-c9fe-462a-961c-2cfc9e5318b9___NREC_B.Spot 9101.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1602.JPG,Corn_(maize)___Common_rust_
data\plant_village\Potato___Late_blight\07ff77ae-07b4-4a2d-9c4a-bb89bb4fb1ef___RS_LB 2985.JPG,Potato___Late_blight
data\plant_village\Potato___Early_blight\37d94308-8783-4657-9ca6-eaca86e1015a___RS_Early.B 7825.JPG,Potato___Early_blight
data\plant_village\Tomato___healthy\7181181c-b571-4cf0-80c3-c52bd785ccf9___GH_HL Leaf 218.JPG,Tomato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2375.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\5aac391c-87ed-44cd-84f0-a7bf235003fd___RS_Late.B 4842.JPG,Tomato___Late_blight
data\plant_village\Tomato___healthy\e2991a66-412d-4841-8dc0-524e38338a82___GH_HL Leaf 517.1.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\91a223de-d549-43cd-8ffe-81b650b28edd___RS_HL 0028.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\17948fd9-d37a-4324-b0e1-0b03701682f0___GHLB2 Leaf 8746.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\07324d80-17c5-4541-9702-62e9c744ac07___RS_Erly.B 7455.JPG,Tomato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2719.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Late_blight\e4f561cc-0e83-4718-90bf-2648db94a4bb___GHLB2 Leaf 162.1.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\73c69b7e-604a-4014-a42d-ce4205b35c74___RS_Late.B 5131.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___healthy\8fb9b07b-4ffb-4b5b-b402-4a830a8f05e7___JR_HL 8449.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\8cc11f24-0b79-4eda-8a09-9c776e0a9c1e___RS_HL 9728.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\a2e1074b-5078-4b5f-b5fe-fabc7d4d91bc___JR_HL 8613.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\1b150c8d-ab5d-43b5-a61d-c3fb3a8ffd54___GH_HL Leaf 321.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\6cee02dc-372c-4a96-a68e-900cbdc00d12___JR_HL 8736.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\2c741e7d-d03b-4903-8e42-1e43f5ad7286___RS_HL 0131.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\a02c1c45-0962-42c4-bc8b-13b07308a1f8___RS_HL 0561.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___healthy\77d77a2e-d24f-42d4-8d37-f36e6571b4f3___JR_HL 8632.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\bc5e650e-075e-4359-9f31-79cd0ef3208b___RS_HL 9807.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\f7936082-7315-477d-9710-529a7024b32d___RS_LB 2546.JPG,Potato___Late_blight
data\plant_village\Tomato___Leaf_Mold\e6e60f43-eff7-4f87-8aef-ab1ddcc6526a___Crnl_L.Mold 6942.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Late_blight\5de5dfbd-cd1f-4e5f-a263-256abb97b05b___GHLB_PS Leaf 8.1 Day 13.jpg,Tomato___Late_blight
data\plant_village\Tomato___healthy\8809940a-a097-4488-9e49-3ffdc10d8d9a___GH_HL Leaf 245.JPG,Tomato___healthy
data\plant_village\Potato___Early_blight\1de8ed75-0778-4364-9178-52c1bd0dffb4___RS_Early.B 6729.JPG,Potato___Early_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2500.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___Bacterial_spot\731d3112-8dfa-4ce0-b27e-6a0cdb661a6d___NREC_B.Spot 9232.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___healthy\8ed42b66-acb0-42d9-a1d8-f624573e07d0___GH_HL Leaf 212.8.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\06040967-7b02-43b5-a3fc-4490a9a7ded6___RS_HL 0508.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\3b1ba616-6a8f-44e9-948f-5c056eb565c8___RS_HL 9980.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\7188d286-5201-40b6-925a-52af6e6c7c03___GH_HL Leaf 479.1.JPG,Tomato___healthy
data\plant_village\Tomato___Early_blight\1e08cf06-c20b-47bc-8773-a22cc730aa04___RS_Erly.B 8228.JPG,Tomato___Early_blight
"data\plant_village\Pepper,_bell___healthy\277eb282-4e80-4da6-8efe-740354fa368e___JR_HL 5995.JPG","Pepper,_bell___healthy"
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2122.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___Early_blight\987851e7-b309-4b26-94bc-628374aee931___RS_Erly.B 7530.JPG,Tomato___Early_blight
data\plant_village\Tomato___Early_blight\f9f35406-f925-4c34-a1f5-0f73563033a0___RS_Erly.B 7570.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\ce9a5c21-e77d-4db4-baa3-d03c24e360b0___GH_HL Leaf 281.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\0a9986e6-b629-4ff5-8aab-7488ea9b935b___RS_HL 9704.JPG,Tomato___healthy
data\plant_village\Tomato___healthy\dfa6e9aa-b240-4148-bdef-5c0f21ff62ff___RS_HL 0318.JPG,Tomato___healthy
data\plant_village\Potato___healthy\43fd6ace-3712-494a-9aba-de5482d22561___RS_HL 1968.JPG,Potato___healthy
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 2482.JPG,Corn_(maize)___Common_rust_
data\plant_village\Tomato___healthy\45167988-3f78-4309-8ce2-633d7521847f___GH_HL Leaf 432.1.JPG,Tomato___healthy
"data\plant_village\Pepper,_bell___Bacterial_spot\8d8df238-9cd0-42b2-bd0f-46ada2ad1798___JR_B.Spot 8927.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Tomato___Early_blight\248f220e-56ac-43f1-8f17-641ed4637138___RS_Erly.B 7802.JPG,Tomato___Early_blight
data\plant_village\Tomato___healthy\416458ca-7db6-4383-ae0b-21ae2860af1b___RS_HL 0535.JPG,Tomato___healthy
data\plant_village\Tomato___Late_blight\aa1945c1-9d44-4e84-a18c-e5d78e3f4c37___RS_Late.B 5601.JPG,Tomato___Late_blight
data\plant_village\Tomato___Late_blight\c0767cc9-acc8-4f4b-b9b5-1958899633ef___GHLB2 Leaf 8807.JPG,Tomato___Late_blight
data\plant_village\Tomato___Early_blight\851570c6-01ac-49e1-a37e-a657ebd46cba___RS_Erly.B 7717.JPG,Tomato___Early_blight
data\plant_village\Tomato___Leaf_Mold\5c8c542d-0f80-46c8-92f9-65e6d6554c37___Crnl_L.Mold 8628.JPG,Tomato___Leaf_Mold
data\plant_village\Potato___Early_blight\49b24f9e-12d4-4f32-8bc8-482d66514a17___RS_Early.B 8037.JPG,Potato___Early_blight
data\plant_village\Tomato___Late_blight\b58ed525-764b-471e-adc6-c9986674a812___GHLB2 Leaf 101.1.JPG,Tomato___Late_blight
data\plant_village\Corn_(maize)___Common_rust_\RS_Rust 1777.JPG,Corn_(maize)___Common_rust_
"data\plant_village\Pepper,_bell___healthy\82c9ec16-7e6a-4a08-9d3d-95457b187b0d___JR_HL 8561.JPG","Pepper,_bell___healthy"
data\plant_village\Potato___Late_blight\b9939f3e-c71c-4653-acff-109a8266dddf___RS_LB 2787.JPG,Potato___Late_blight
data\plant_village\Tomato___healthy\1ebf9add-aa7f-4a84-adbf-67f700f918bc___GH_HL Leaf 437.JPG,Tomato___healthy
data\plant_village\Potato___healthy\d50a580b-46bd-47f5-a0bf-8535da774104___RS_HL 5408.JPG,Potato___healthy
"data\plant_village\Pepper,_bell___healthy\09c7fa21-c544-4a90-86ec-c56d3996602d___JR_HL 8578.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___healthy\984d9db2-082d-446b-8991-870090c447bb___RS_HL 0274.JPG,Tomato___healthy
data\plant_village\Potato___Late_blight\49e55f8e-4d44-452c-8e59-d4c4f0ae1085___RS_LB 4333.JPG,Potato___Late_blight
"data\plant_village\Pepper,_bell___healthy\d84e8e33-74fc-41e7-b5b2-0ffcd609d191___JR_HL 7921.JPG","Pepper,_bell___healthy"
data\plant_village\Tomato___Leaf_Mold\1c03ffcb-9476-453c-96be-5bd1f629b2d1___Crnl_L.Mold 8853.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___healthy\a2615e6f-cf8b-4937-b50d-5f3d5226eca5___RS_HL 0096.JPG,Tomato___healthy
data\plant_village\Tomato___Leaf_Mold\0ee63bfa-d01f-4adb-b954-924f271a4d4f___Crnl_L.Mold 9022.JPG,Tomato___Leaf_Mold
data\plant_village\Tomato___Late_blight\62aff181-7479-4134-bb2e-9acbbf062a3b___RS_Late.B 6449.JPG,Tomato___Late_blight
"data\plant_village\Pepper,_bell___Bacterial_spot\7b21dafb-0173-4762-8fb5-8bb9b0aa604c___JR_B.Spot 3149.JPG","Pepper,_bell___Bacterial_spot"
data\plant_village\Potato___Late_blight\80a20af8-9759-4c07-8d0c-d48edc9925c6___RS_LB 5289.JPG,Potato___Late_blight
data\plant_village\Tomato___Early_blight\f88be630-f853-48f8-b546-a2f7966368a2___RS_Erly.B 7418.JPG,Tomato___Early_blight
